,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
354,CBLL,"CeriBell, Inc.",761.98M,-5.93%,150429,60.04M
355,DNA,"Ginkgo Bioworks Holdings, Inc.",756.42M,4.17%,1670358,217.95M
356,PRTA,Prothena Corporation plc,756.01M,-2.70%,282541,133.35M
357,CRON,Cronos Group Inc.,742.23M,-4.95%,1926448,111.23M
358,AVXL,Anavex Life Sciences Corp.,729.41M,-1.04%,750135,-
359,SLP,"Simulations Plus, Inc.",728.95M,1.97%,158762,74.44M
360,SIBN,"SI-BONE, Inc.",716.30M,-1.16%,189230,157.04M
361,QURE,uniQure N.V.,713.11M,-9.75%,860000,28.59M
362,AVNS,"Avanos Medical, Inc.",712.59M,-2.83%,293893,681.50M
363,RLAY,"Relay Therapeutics, Inc.",706.36M,-6.43%,957355,10.01M
364,OFIX,Orthofix Medical Inc.,695.50M,-1.46%,95716,784.25M
365,LENZ,"LENZ Therapeutics, Inc.",695.22M,-5.28%,105118,-
366,VERV,"Verve Therapeutics, Inc.",690.86M,-2.39%,1063907,24.40M
367,BVS,Bioventus Inc.,688.98M,-2.77%,237908,555.06M
368,CTKB,"Cytek Biosciences, Inc.",687.85M,-4.81%,512777,201.21M
369,DNTH,"Dianthus Therapeutics, Inc.",682.21M,0.22%,227755,5.37M
370,KURA,"Kura Oncology, Inc.",672.66M,-3.17%,1871289,-
371,SANA,"Sana Biotechnology, Inc.",667.57M,-5.88%,3680824,-
372,OMI,"Owens & Minor, Inc.",666.99M,-0.46%,1074905,10.66B
373,TYRA,"Tyra Biosciences, Inc.",666.48M,-3.80%,499126,-
374,BCAX,Bicara Therapeutics Inc.,660.06M,-3.73%,251329,-
375,TALK,"Talkspace, Inc.",650.35M,6.94%,2211656,181.29M
376,ABUS,Arbutus Biopharma Corporation,649.96M,0.59%,718573,6.74M
377,IMTX,Immatics N.V.,644.52M,-4.42%,440142,128.82M
378,CAPR,"Capricor Therapeutics, Inc.",640.67M,-0.63%,999708,23.23M
379,TMCI,"Treace Medical Concepts, Inc.",638.55M,-0.29%,388043,202.86M
380,SENS,"Senseonics Holdings, Inc.",619.14M,13.29%,8730321,22.21M
381,CRMD,CorMedix Inc.,616.48M,-3.24%,556117,12.26M
382,MNMD,Mind Medicine (MindMed) Inc.,605.72M,-8.47%,2192402,-
383,STOK,"Stoke Therapeutics, Inc.",601.18M,-10.91%,598817,16.74M
384,AUNA,Auna S.A.,599.47M,-0.37%,14388,1.17B
385,CCRN,"Cross Country Healthcare, Inc.",596.59M,-0.11%,341571,1.45B
386,CGEM,"Cullinan Therapeutics, Inc.",594.50M,-1.35%,338831,-
387,RAPP,"Rapport Therapeutics, Inc.",589.98M,-3.40%,113071,-
388,KIDS,OrthoPediatrics Corp.,586.75M,2.19%,157008,189.67M
389,MAZE,"Maze Therapeutics, Inc.",585.74M,2.92%,308503,167.50M
390,PHAR,Pharming Group N.V.,584.28M,0.46%,29874,285.75M
391,SEPN,"Septerna, Inc.",581.23M,-9.15%,181558,981.00K
392,SVRA,Savara Inc.,580.21M,-2.11%,678731,-
393,ACCD,"Accolade, Inc.",561.31M,0.07%,2078462,446.72M
394,EBS,Emergent BioSolutions Inc.,541.84M,-4.13%,760430,1.13B
395,AUTL,Autolus Therapeutics plc,540.23M,-3.33%,1511625,10.09M
396,TECX,"Tectonic Therapeutic, Inc.",537.74M,-14.04%,329215,-
397,ABSI,Absci Corporation,536.38M,-1.06%,3464371,4.21M
398,HUMA,"Humacyte, Inc.",533.97M,-1.87%,1220895,-
399,MGTX,MeiraGTx Holdings plc,531.83M,-2.09%,189278,13.93M
400,XERS,"Xeris Biopharma Holdings, Inc.",529.24M,-2.76%,1165024,187.36M
401,VALN,Valneva SE,524.89M,-6.64%,69358,176.82M
402,DCTH,"Delcath Systems, Inc.",519.57M,-1.22%,333864,22.64M
403,LAB,Standard BioTools Inc.,513.72M,-2.11%,1964950,155.90M
404,DCGO,DocGo Inc.,511.70M,4.19%,573686,694.97M
405,VREX,Varex Imaging Corporation,505.90M,-19.28%,2140247,820.80M
406,OMER,Omeros Corporation,501.27M,-3.08%,370647,-
407,CLPT,"ClearPoint Neuro, Inc.",500.94M,-4.76%,149010,30.43M
408,PGEN,"Precigen, Inc.",497.88M,6.80%,5261785,3.96M
409,FLGT,"Fulgent Genetics, Inc.",493.67M,-2.60%,238371,277.76M
410,MLYS,"Mineralys Therapeutics, Inc.",488.23M,-2.39%,297706,-
411,SRDX,"Surmodics, Inc.",486.78M,-0.18%,108014,125.45M
412,MREO,Mereo BioPharma Group plc,481.73M,0.32%,916664,1.00M
413,CMPX,"Compass Therapeutics, Inc.",481.56M,2.00%,1135672,850.00K
414,TKNO,"Alpha Teknova, Inc.",480.30M,-2.28%,131784,36.35M
415,PLRX,"Pliant Therapeutics, Inc.",474.05M,-34.81%,3477968,-
416,ALT,"Altimmune, Inc.",473.69M,-2.03%,1405765,52.00K
417,RNAC,"Cartesian Therapeutics, Inc.",472.32M,-2.92%,66490,47.94M
418,MXCT,"MaxCyte, Inc.",470.66M,-2.01%,424468,45.60M
419,AKBA,"Akebia Therapeutics, Inc.",466.91M,-0.93%,1421575,169.88M
420,PACB,"Pacific Biosciences of California, Inc.",459.13M,-1.26%,6801809,173.15M
421,TRDA,"Entrada Therapeutics, Inc.",458.15M,-3.86%,93914,215.23M
422,TBPH,"Theravance Biopharma, Inc.",457.32M,-2.21%,200154,63.19M
423,ETON,"Eton Pharmaceuticals, Inc.",457.30M,3.11%,186313,34.68M
424,SMLR,"Semler Scientific, Inc.",455.96M,-0.96%,249053,58.94M
425,EYPT,"EyePoint Pharmaceuticals, Inc.",455.69M,-1.89%,1114436,45.71M
426,PROK,ProKidney Corp.,454.99M,-6.02%,287590,-
427,CELC,Celcuity Inc.,454.84M,-2.70%,186726,-
428,KALV,"KalVista Pharmaceuticals, Inc.",454.65M,-4.37%,294012,-
429,URGN,UroGen Pharma Ltd.,452.17M,-2.15%,219997,89.36M
430,CYH,"Community Health Systems, Inc.",451.46M,1.19%,1945069,12.55B
431,ERAS,"Erasca, Inc.",449.54M,-4.79%,1190762,-
432,ANGO,"AngioDynamics, Inc.",446.74M,-0.54%,307996,286.50M
433,INNV,InnovAge Holding Corp.,444.95M,2.17%,51869,806.61M
434,ANAB,"AnaptysBio, Inc.",443.65M,-11.01%,499444,57.17M
435,SAGE,"Sage Therapeutics, Inc.",443.51M,-0.41%,1122254,106.40M
436,SNDA,"Sonida Senior Living, Inc.",443.45M,-0.74%,21317,253.20M
437,KROS,"Keros Therapeutics, Inc.",439.91M,-5.78%,1174408,651.00K
438,ARCT,Arcturus Therapeutics Holdings Inc.,438.54M,-6.25%,435128,160.40M
439,OABI,"OmniAb, Inc.",435.65M,-3.37%,835035,20.41M
440,ORGO,Organogenesis Holdings Inc.,435.01M,-2.54%,427110,455.04M
441,PRTC,PureTech Health plc,428.75M,0.42%,324,468.00K
442,UPB,"Upstream Bio, Inc.",424.49M,-5.63%,408919,2.21M
443,OLMA,"Olema Pharmaceuticals, Inc.",422.22M,-9.12%,1209799,-
444,NNOX,Nano-X Imaging Ltd.,419.60M,-2.31%,2230749,10.68M
445,EHAB,"Enhabit, Inc.",417.86M,0.85%,278384,1.04B
446,SIGA,"SIGA Technologies, Inc.",417.72M,1.55%,223948,173.73M
447,ZVRA,"Zevra Therapeutics, Inc.",414.73M,-1.40%,230197,24.49M
448,GLUE,"Monte Rosa Therapeutics, Inc.",414.08M,-2.03%,520068,14.98M
449,MBX,"MBX Biosciences, Inc.",412.37M,0.73%,561216,-
450,TCMD,"Tactile Systems Technology, Inc.",410.11M,-0.47%,161021,285.05M
451,RGNX,REGENXBIO Inc.,406.77M,-3.91%,520268,84.33M
452,ATXS,"Astria Therapeutics, Inc.",401.25M,-4.56%,252142,-
453,NYXH,Nyxoah S.A.,400.59M,-1.70%,39533,5.67M
454,KMDA,Kamada Ltd.,397.00M,15.05%,770376,158.38M
455,NPCE,"NeuroPace, Inc.",391.61M,-3.95%,133262,76.45M
456,PHAT,"Phathom Pharmaceuticals, Inc.",390.43M,-3.56%,998381,26.27M
457,AHG,Akso Health Group,390.20M,-2.16%,17962,2.41M
458,AURA,"Aura Biosciences, Inc.",389.62M,-2.62%,177315,-
459,RIGL,"Rigel Pharmaceuticals, Inc.",386.47M,-9.88%,228580,157.37M
460,NRC,National Research Corporation,385.26M,-0.59%,77991,143.06M
461,MPLN,MultiPlan Corporation,382.61M,8.87%,128768,942.61M
462,TERN,"Terns Pharmaceuticals, Inc.",380.53M,-3.86%,688842,-
463,TRVI,"Trevi Therapeutics, Inc.",378.91M,-0.47%,484591,-
464,CMRX,"Chimerix, Inc.",378.63M,0.49%,2077525,159.00K
465,ABVX,ABIVAX Société Anonyme,374.10M,4.56%,548725,9.68M
466,QSI,Quantum-Si incorporated,370.80M,7.37%,23406126,2.27M
467,CVRX,"CVRx, Inc.",370.75M,-0.48%,161400,51.29M
468,ZIMV,ZimVie Inc.,368.72M,-3.68%,67392,451.29M
469,CADL,"Candel Therapeutics, Inc.",367.84M,9.74%,1564062,-
470,ANNX,"Annexon, Inc.",366.68M,-3.64%,863265,-
471,ESPR,"Esperion Therapeutics, Inc.",366.49M,0.54%,1762509,295.45M
472,TRML,"Tourmaline Bio, Inc.",366.18M,-4.60%,391996,-
473,ATAI,Atai Life Sciences N.V.,365.81M,3.30%,2635113,331.00K
474,TBRG,"TruBridge, Inc.",361.68M,-0.71%,103498,337.67M
475,TSHA,"Taysha Gene Therapies, Inc.",358.65M,5.42%,3180975,9.92M
476,ALDX,"Aldeyra Therapeutics, Inc.",353.13M,-1.17%,408730,-
477,CDXS,"Codexis, Inc.",351.55M,-1.59%,406591,64.45M
478,HCAT,"Health Catalyst, Inc.",346.83M,3.83%,971564,302.06M
479,PSNL,"Personalis, Inc.",346.58M,-5.42%,965197,87.49M
480,CRVS,"Corvus Pharmaceuticals, Inc.",334.78M,-1.86%,261543,-
481,ACB,Aurora Cannabis Inc.,330.54M,-4.16%,8666057,222.93M
482,SPOK,"Spok Holdings, Inc.",329.02M,0.54%,80629,137.71M
483,ATYR,"aTyr Pharma, Inc.",327.38M,2.07%,743631,235.00K
484,TNGX,"Tango Therapeutics, Inc.",325.48M,-7.06%,393885,43.38M
485,KRRO,"Korro Bio, Inc.",324.33M,-4.42%,36304,-
486,ZBIO,"Zenas BioPharma, Inc.",322.21M,-1.40%,206865,-
487,ENGN,enGene Holdings Inc.,321.15M,-0.63%,45967,-
488,CERS,Cerus Corporation,317.57M,-2.29%,1004498,176.23M
489,ALLO,"Allogene Therapeutics, Inc.",316.60M,-3.75%,2324016,43.00K
490,PRME,"Prime Medicine, Inc.",315.16M,-0.79%,1029272,800.00K
491,QTRX,Quanterix Corporation,313.19M,-2.29%,483451,133.81M
492,VMD,"Viemed Healthcare, Inc.",310.32M,-1.97%,69166,214.30M
493,AIRS,"AirSculpt Technologies, Inc.",309.09M,-3.63%,84794,188.78M
494,ALMS,Alumis Inc.,308.49M,-13.96%,1466501,-
495,IMMP,Immutep Limited,305.41M,-1.97%,77785,2.56M
496,NGNE,Neurogene Inc.,303.93M,-12.10%,313545,925.00K
497,SMTI,Sanara MedTech Inc.,303.76M,-2.35%,17703,78.06M
498,NMRA,"Neumora Therapeutics, Inc.",303.73M,-2.56%,1183521,-
499,DRUG,Bright Minds Biosciences Inc.,302.38M,7.67%,83044,-
500,CMPS,COMPASS Pathways plc,301.74M,-6.05%,842984,-
501,XOMA,XOMA Royalty Corporation,301.05M,-1.19%,9592,21.61M
502,CRDF,"Cardiff Oncology, Inc.",299.36M,-2.60%,1165461,688.00K
503,VYGR,"Voyager Therapeutics, Inc.",296.07M,-3.21%,224100,163.78M
504,MNPR,Monopar Therapeutics Inc.,295.53M,2.31%,59393,-
505,NUTX,Nutex Health Inc.,285.01M,-11.69%,56100,292.00M
506,OSUR,"OraSure Technologies, Inc.",284.95M,-2.30%,943241,224.26M
507,RZLT,"Rezolute, Inc.",284.50M,-3.73%,366467,-
508,LFMD,"LifeMD, Inc.",282.83M,4.65%,1665609,193.06M
509,KOD,Kodiak Sciences Inc.,282.46M,-4.95%,443619,-
510,ELDN,"Eledon Pharmaceuticals, Inc.",280.77M,-1.05%,374563,-
511,VNDA,Vanda Pharmaceuticals Inc.,279.88M,2.35%,929482,190.86M
512,ELMD,"Electromed, Inc.",279.54M,-3.64%,124686,57.06M
513,ITOS,"iTeos Therapeutics, Inc.",277.29M,-2.44%,169617,35.00M
514,FDMT,"4D Molecular Therapeutics, Inc.",275.98M,-8.44%,2072957,17.00K
515,IRWD,"Ironwood Pharmaceuticals, Inc.",272.05M,-11.34%,26898144,378.42M
516,YMAB,"Y-mAbs Therapeutics, Inc.",270.08M,-2.27%,538695,84.55M
517,DMAC,DiaMedica Therapeutics Inc.,267.68M,1.13%,54585,-
518,AQST,"Aquestive Therapeutics, Inc.",267.15M,-2.98%,857073,58.90M
519,ACRS,"Aclaris Therapeutics, Inc.",266.48M,1.23%,715171,27.08M
520,ACIU,AC Immune SA,266.15M,-0.19%,181831,48.51M
521,VSTM,"Verastem, Inc.",265.90M,-3.94%,564175,10.00M
522,HRTX,"Heron Therapeutics, Inc.",264.65M,-2.23%,1117795,137.74M
523,FHTX,Foghorn Therapeutics Inc.,264.07M,15.29%,243253,25.52M
524,LUNG,Pulmonx Corporation,261.80M,3.11%,169658,79.30M
525,ANIK,"Anika Therapeutics, Inc.",260.55M,0.22%,65803,164.17M
526,AMLX,"Amylyx Pharmaceuticals, Inc.",258.71M,1.33%,658189,196.49M
527,LXRX,"Lexicon Pharmaceuticals, Inc.",257.92M,-1.81%,2469677,5.23M
528,TVGN,Tevogen Bio Holdings Inc.,257.33M,2.84%,1062047,-
529,INGN,"Inogen, Inc.",252.71M,-2.12%,199250,331.52M
530,AVIR,"Atea Pharmaceuticals, Inc.",251.70M,-3.87%,238501,-
531,CCCC,"C4 Therapeutics, Inc.",250.59M,-0.84%,475362,33.67M
532,ARAY,Accuray Incorporated,249.88M,-10.03%,1089010,453.14M
533,ABEO,Abeona Therapeutics Inc.,247.78M,-4.25%,273818,-
534,CGC,Canopy Growth Corporation,247.03M,-28.41%,22690694,192.34M
535,IVVD,"Invivyd, Inc.",244.02M,2.52%,26938745,11.56M
536,BNTC,Benitec Biopharma Inc.,244.00M,-8.45%,25903,-
537,ZYXI,"Zynex, Inc.",243.94M,-3.28%,281081,193.67M
538,DSGN,"Design Therapeutics, Inc.",242.90M,-2.94%,198956,-
539,SOPH,SOPHiA GENETICS SA,242.50M,0.28%,39908,64.49M
540,GOSS,"Gossamer Bio, Inc.",240.20M,-2.70%,692070,105.32M
541,SGMO,"Sangamo Therapeutics, Inc.",239.94M,-8.65%,5598490,52.29M
542,CDTX,"Cidara Therapeutics, Inc.",237.16M,2.12%,157255,44.65M
543,SLN,Silence Therapeutics plc,236.55M,-12.96%,284833,21.77M
544,PRQR,ProQR Therapeutics N.V.,232.21M,-6.25%,232196,20.51M
545,IVA,Inventiva S.A.,230.50M,0.10%,2176,20.65M
546,CGEN,Compugen Ltd.,230.11M,1.19%,889282,59.85M
547,RCEL,"AVITA Medical, Inc.",229.43M,-4.92%,187380,60.04M
548,HITI,High Tide Inc.,229.39M,-2.07%,452188,374.82M
549,CATX,"Perspective Therapeutics, Inc.",223.71M,-2.93%,519600,1.56M
550,AMRN,Amarin Corporation plc,222.53M,-5.35%,1000695,241.02M
551,LFCR,"Lifecore Biomedical, Inc.",218.82M,-3.59%,129870,130.86M
552,DRTS,Alpha Tau Medical Ltd.,218.72M,-4.02%,98684,-
553,THRD,"Third Harmonic Bio, Inc.",218.53M,-5.66%,550742,-
554,LRMR,"Larimar Therapeutics, Inc.",217.58M,-5.01%,452140,-
555,AVR,Anteris Technologies Global Corp.,216.80M,0.08%,53469,2.83M
556,CTNM,"Contineum Therapeutics, Inc.",216.79M,-11.19%,44368,-
557,NVRO,Nevro Corp.,214.34M,-0.26%,3313671,419.15M
558,OGI,Organigram Holdings Inc.,213.02M,-0.60%,1244962,118.32M
559,INMB,"INmune Bio, Inc.",212.74M,-2.14%,272944,42.00K
560,KRMD,"KORU Medical Systems, Inc.",211.77M,-4.74%,236416,31.99M
561,BDMD,Baird Medical Investment Holdings Limited,211.09M,-1.34%,129754,33.05M
562,OBIO,"Orchestra BioMed Holdings, Inc.",209.07M,-2.31%,29637,2.65M
563,OCGN,"Ocugen, Inc.",207.94M,2.37%,3126056,4.70M
564,STXS,"Stereotaxis, Inc.",205.89M,-0.41%,149781,25.14M
565,SLRN,"Acelyrin, Inc.",204.66M,5.79%,16045172,-
566,NAUT,"Nautilus Biotechnology, Inc.",203.41M,-4.71%,153100,-
567,UTMD,"Utah Medical Products, Inc.",203.01M,0.08%,28174,40.90M
568,MYO,"Myomo, Inc.",202.12M,-2.72%,344850,25.24M
569,FULC,"Fulcrum Therapeutics, Inc.",199.03M,-3.66%,333837,80.87M
570,ZYBT,Zhengye Biotechnology Holding Limited,198.57M,0.72%,25504,26.11M
571,BWAY,BrainsWay Ltd.,197.41M,-3.95%,56217,38.63M
572,MDWD,MediWound Ltd.,196.05M,-6.82%,64863,19.72M
573,PLX,"Protalix BioTherapeutics, Inc.",195.87M,-1.12%,565800,45.67M
574,GNFT,Genfit S.A.,193.38M,-1.51%,735,86.23M
575,NBTX,Nanobiotix S.A.,189.72M,13.14%,8175,45.22M
576,ACRV,"Acrivon Therapeutics, Inc.",187.44M,-7.22%,29559,-
577,PHLT,"Performant Healthcare, Inc.",187.12M,1.27%,366861,120.78M
578,FENC,Fennec Pharmaceuticals Inc.,182.68M,-0.15%,58996,49.35M
579,INBX,"Inhibrx Biosciences, Inc.",182.40M,-2.93%,72814,1.57M
580,HURA,"TuHURA Biosciences, Inc.",180.55M,-3.81%,173079,-
581,CYBN,Cybin Inc.,180.01M,-4.36%,335618,-
582,PROF,Profound Medical Corp.,179.31M,-2.28%,36329,8.98M
583,MOLN,Molecular Partners AG,178.64M,1.64%,3629,7.11M
584,VOR,Vor Biopharma Inc.,175.61M,-6.00%,464571,-
585,AMWL,American Well Corporation,174.03M,-0.96%,56256,254.04M
586,ACTU,"Actuate Therapeutics, Inc.",172.07M,-2.33%,14943,-
587,ATLN,Atlantic International Corp.,172.01M,-4.15%,8357,429.26M
588,ALEC,"Alector, Inc.",171.38M,-2.23%,689134,61.51M
589,STIM,"Neuronetics, Inc.",170.85M,-11.52%,8155667,72.71M
590,JYNT,The Joint Corp.,170.66M,0.26%,27791,120.80M
591,LYEL,"Lyell Immunopharma, Inc.",169.95M,-1.57%,660978,63.00K
592,TLSI,"TriSalus Life Sciences, Inc.",169.85M,2.77%,85110,26.89M
593,IPHA,Innate Pharma S.A.,169.70M,-4.52%,29791,36.20M
594,INFU,"InfuSystem Holdings, Inc.",166.28M,-2.86%,58267,132.78M
595,BTMD,biote Corp.,165.68M,-6.03%,204337,193.06M
596,CRGX,"CARGO Therapeutics, Inc.",164.78M,-3.24%,1004000,-
597,STRO,"Sutro Biopharma, Inc.",164.09M,-5.66%,906202,160.96M
598,LXEO,"Lexeo Therapeutics, Inc.",163.73M,-8.67%,764076,-
599,MGNX,"MacroGenics, Inc.",163.18M,-8.75%,1146304,141.33M
600,GLSI,"Greenwich LifeSciences, Inc.",162.99M,-0.72%,24056,-
601,SCPH,scPharmaceuticals Inc.,162.13M,-0.92%,238889,30.28M
602,VXRT,"Vaxart, Inc.",161.49M,-3.90%,1800683,16.76M
603,CKPT,"Checkpoint Therapeutics, Inc.",160.66M,-6.80%,779756,47.00K
604,NVCT,"Nuvectis Pharma, Inc.",160.40M,-7.87%,180400,-
605,CLLS,Cellectis S.A.,160.03M,-3.77%,38188,36.04M
606,ADAP,Adaptimmune Therapeutics plc,158.65M,2.09%,796074,175.04M
607,IKT,"Inhibikase Therapeutics, Inc.",158.57M,-2.88%,148644,1.00
608,BIOA,"BioAge Labs, Inc.",156.66M,-4.60%,212524,-
609,EUDA,EUDA Health Holdings Limited,156.20M,4.55%,110262,3.81M
610,SERA,"Sera Prognostics, Inc.",153.33M,-3.61%,87775,94.00K
611,NKTX,"Nkarta, Inc.",153.13M,-7.26%,633625,-
612,RAPT,"RAPT Therapeutics, Inc.",153.13M,-1.69%,395729,-
613,LCTX,"Lineage Cell Therapeutics, Inc.",153.01M,-3.57%,744556,8.72M
614,CSBR,"Champions Oncology, Inc.",150.69M,3.19%,36592,53.57M
615,SGMT,Sagimet Biosciences Inc.,147.13M,-2.36%,567785,-
616,ADCT,ADC Therapeutics SA,146.00M,-5.56%,777382,70.72M
617,GNLX,Genelux Corporation,145.97M,-2.48%,217499,8.00K
618,BDSX,"Biodesix, Inc.",145.47M,-5.76%,239259,65.56M
619,IFRX,InflaRx N.V.,145.44M,-2.95%,224677,187.93K
620,FATE,"Fate Therapeutics, Inc.",144.65M,-8.56%,991252,13.45M
621,MIST,Milestone Pharmaceuticals Inc.,142.41M,-0.46%,721586,-
622,SGHT,"Sight Sciences, Inc.",140.59M,2.21%,344147,79.54M
623,BDTX,"Black Diamond Therapeutics, Inc.",139.20M,-3.96%,488433,-
624,ZNTL,"Zentalis Pharmaceuticals, Inc.",136.83M,-10.64%,1620464,40.56M
625,PBYI,"Puma Biotechnology, Inc.",136.46M,-1.38%,239477,243.57M
626,TIL,"Instil Bio, Inc.",135.93M,-11.13%,50627,-
627,BMEA,"Biomea Fusion, Inc.",135.71M,-8.50%,806769,-
628,MCRB,"Seres Therapeutics, Inc.",133.52M,-0.13%,745738,126.33M
629,SEER,"Seer, Inc.",133.26M,-2.58%,174515,14.61M
630,TELO,"Telomir Pharmaceuticals, Inc.",130.06M,-3.10%,163305,-
631,CABA,"Cabaletta Bio, Inc.",129.52M,1.92%,1429653,-
632,KYTX,"Kyverna Therapeutics, Inc.",129.51M,-3.54%,175876,-
633,ZJYL,Jin Medical International Ltd.,128.70M,-2.41%,121868,23.50M
634,CHRS,"Coherus BioSciences, Inc.",127.91M,-1.75%,925120,304.34M
635,QIPT,Quipt Home Medical Corp.,127.60M,1.02%,154616,245.92M
636,LNSR,"LENSAR, Inc.",127.41M,0.46%,61874,48.87M
637,RPID,"Rapid Micro Biosystems, Inc.",127.38M,-6.45%,339200,26.17M
638,NKTR,Nektar Therapeutics,124.69M,-2.30%,3362476,93.14M
639,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",123.62M,-10.09%,283024,-
640,TCRX,"TScan Therapeutics, Inc.",123.18M,-8.02%,252902,9.36M
641,VTYX,"Ventyx Biosciences, Inc.",122.33M,-3.35%,1280397,-
642,CRBU,"Caribou Biosciences, Inc.",122.25M,-3.53%,672080,11.48M
643,AKYA,"Akoya Biosciences, Inc.",121.95M,-1.99%,417707,86.82M
644,TSVT,"2seventy bio, Inc.",118.65M,-10.88%,523166,45.62M
645,ZOM,Zomedica Corp.,118.38M,-0.17%,1948479,26.73M
646,HYPR,"Hyperfine, Inc.",118.18M,-9.36%,395742,13.26M
647,NOTV,"Inotiv, Inc.",118.01M,-10.71%,1087417,475.11M
648,SLDB,Solid Biosciences Inc.,115.07M,-7.97%,762577,-
649,CLYM,"Climb Bio, Inc.",114.95M,-2.29%,413527,-
650,EPRX,Eupraxia Pharmaceuticals Inc.,114.44M,1.90%,8170,-
651,COYA,"Coya Therapeutics, Inc.",114.11M,-1.72%,63300,9.55M
652,ZTEK,Zentek Ltd.,114.10M,-0.90%,12426,29.13K
653,RENB,Renovaro Inc.,111.26M,4.32%,496654,-
654,PETS,"PetMed Express, Inc.",109.77M,-3.45%,217108,259.34M
655,PDEX,"Pro-Dex, Inc.",109.54M,-2.13%,22561,61.00M
656,SAVA,"Cassava Sciences, Inc.",109.21M,-2.56%,1117125,-
657,CRDL,Cardiol Therapeutics Inc.,108.85M,-8.14%,295035,-
658,ECOR,"electroCore, Inc.",108.74M,3.35%,90143,23.33M
659,VIGL,"Vigil Neuroscience, Inc.",107.80M,-4.03%,253879,-
660,ELUT,Elutia Inc.,107.42M,2.29%,28210,24.78M
661,ZURA,Zura Bio Limited,107.08M,-7.34%,306904,-
662,TELA,"TELA Bio, Inc.",105.17M,-3.26%,59427,68.65M
663,ACHV,"Achieve Life Sciences, Inc.",104.89M,-4.98%,149912,-
664,ENTA,"Enanta Pharmaceuticals, Inc.",104.53M,-1.21%,423749,67.64M
665,DERM,Journey Medical Corporation,104.24M,-0.20%,57779,57.77M
666,EDIT,"Editas Medicine, Inc.",103.19M,-3.85%,1338353,61.76M
667,ALGS,"Aligos Therapeutics, Inc.",102.18M,-3.24%,243563,6.00M
668,ANIX,"Anixa Biosciences, Inc.",101.74M,-1.41%,193904,-
669,OPRX,OptimizeRx Corporation,101.68M,0.18%,126171,88.18M
670,FONR,FONAR Corporation,99.83M,-2.62%,16637,102.01M
671,ANRO,"Alto Neuroscience, Inc.",98.44M,-7.59%,202161,-
672,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",96.88M,-3.37%,1376559,-
673,ATOS,"Atossa Therapeutics, Inc.",96.87M,-4.35%,760552,-
674,MLSS,Milestone Scientific Inc.,96.59M,-2.36%,154500,8.88M
675,SLS,"SELLAS Life Sciences Group, Inc.",96.42M,-1.43%,1937526,-
676,SRTS,"Sensus Healthcare, Inc.",96.25M,-5.42%,1121845,41.81M
677,MGRM,Monogram Technologies Inc.,96.07M,0.72%,32870,365.00K
678,SKYE,"Skye Bioscience, Inc.",95.26M,4.70%,143581,-
679,ARTV,"Artiva Biotherapeutics, Inc.",94.97M,-14.78%,89672,2.60M
680,ELTX,"Elicio Therapeutics, Inc.",94.94M,-3.03%,15075,-
681,XBIT,XBiotech Inc.,94.50M,-5.49%,55328,-
682,INZY,"Inozyme Pharma, Inc.",93.15M,-3.33%,400431,-
683,MGX,"Metagenomi, Inc.",92.81M,-6.06%,637169,55.08M
684,EDAP,EDAP TMS S.A.,92.76M,0.81%,31937,70.72M
685,JSPR,"Jasper Therapeutics, Inc.",92.26M,-5.82%,279965,-
686,MNOV,"MediciNova, Inc.",91.47M,-3.87%,24379,-
687,XGN,Exagen Inc.,91.01M,-0.57%,98596,55.75M
688,TARA,"Protara Therapeutics, Inc.",90.98M,-9.07%,243255,-
689,MRSN,"Mersana Therapeutics, Inc.",90.77M,7.46%,5341651,34.84M
690,SY,So-Young International Inc.,90.45M,1.90%,92515,212.14M
691,XFOR,"X4 Pharmaceuticals, Inc.",90.29M,-3.65%,1460685,1.12M
692,HLVX,"HilleVax, Inc.",89.72M,-3.13%,215855,-
693,ENTX,Entera Bio Ltd.,89.50M,-3.57%,90943,99.00K
694,ADVM,"Adverum Biotechnologies, Inc.",89.45M,-0.23%,128288,1.00M
695,CAMP,Camp4 Therapeutics Corporation,88.10M,-9.54%,25617,-
696,MDXH,MDxHealth SA,87.48M,1.09%,46023,84.71M
697,ORMP,Oramed Pharmaceuticals Inc.,87.48M,-1.81%,116828,-
698,RANI,"Rani Therapeutics Holdings, Inc.",87.29M,-9.69%,2140859,-
699,NTRB,Nutriband Inc.,86.74M,17.52%,896194,2.02M
700,IMUX,"Immunic, Inc.",86.54M,1.01%,424122,-
701,ICAD,"iCAD, Inc.",86.18M,-5.19%,384047,18.94M
702,CLSD,"Clearside Biomedical, Inc.",85.70M,7.48%,348738,7.70M
703,AVTX,"Avalo Therapeutics, Inc.",85.59M,-0.12%,22894,820.00K
704,CBUS,"Cibus, Inc.",85.45M,0.40%,151852,4.15M
705,DBVT,DBV Technologies S.A.,85.26M,-6.36%,49971,12.52M
706,ASMB,"Assembly Biosciences, Inc.",84.48M,-4.02%,16011,28.33M
707,IGMS,"IGM Biosciences, Inc.",84.44M,-5.33%,374709,2.92M
708,CTOR,"Citius Oncology, Inc.",84.43M,-0.84%,31586,-
